BU_NAME	IMPEXP_TYPR	CONTAINER_NUM	SHIPPING_LINE_OPERATOR	VESSEL	VOYAGE_NUM	ARRIVAL_DATE	DEPARTURE_DATE	ORIGIN_COUNTRY	PORT_OF_LANDING	DESTINATION_COUNTRY	PORT_OF_UNLADING	TEU	GOODS_VALUE_USD	NOTIFIER_NAME	CONSIGNEE_NAME	SHIPPER_NAME	ITEM_DESCRIPTION	BL_NO
NEPTUNIA	Export	TEMU5380228	MEDITERRANEAN SHIPPING COMPANY	MSC AVNI	NX932R	20190814	20190815		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	FCIU6043041	MEDITERRANEAN SHIPPING COMPANY	MSC AVNI	NX932R	20190814	20190815		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	AMFU3201430	APL	SANTOS EXPRESS	9126N	20190805	20190806		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	CMAU0667214	APL	SANTOS EXPRESS	9126N	20190805	20190806		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	HLXU8610819	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	UACU6042382	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	HLXU6388024	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	FCIU5623641	MEDITERRANEAN SHIPPING COMPANY	MSC AVNI	NX932R	20190814	20190815		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	TRHU3176224	MEDITERRANEAN SHIPPING COMPANY	MSC CARLOTTA	934R	20190827	20190828		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	ALIMENTOS EN CONSERVAS	
NEPTUNIA	Export	CAIU2763451	MEDITERRANEAN SHIPPING COMPANY	MSC CARLOTTA	934R	20190827	20190828		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	FCIU4474918	MEDITERRANEAN SHIPPING COMPANY	MSC CARLOTTA	934R	20190827	20190828		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	HLXU8431578	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	HLXU6260985	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	MRKU6487902	MAERSK SHIPPING LINE	COSCO SHIPPING DANUBE	930N	20190902	20190903		Callao , Peru		San Adrian , Spain	2				ARCHROMA PERU S.A.	CORON ROJO BRILLANTE // IMO 8 - UN 2801	
NEPTUNIA	Export	CAIU6881534	MEDITERRANEAN SHIPPING COMPANY	MSC GAYANE	NX935R	20190903	20190904		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
